x,y,z,r,g,b
2424.52,7482.1,-61.1877,0.8,0.8,0.8
1396.74,3223.74,450.317,0.8,0.8,0.8
5505.09,6435.75,1630.07,0.8,0.8,0.8
2636.81,6074.18,-6.10352,0.8,0.8,0.8
1002.38,2617.19,473.541,0.8,0.8,0.8
7458.17,769.149,-112.244,0.8,0.8,0.8
7357.41,74.4032,-151.276,0.8,0.8,0.8
3230.79,3411.17,348.816,0.8,0.8,0.8
259.063,311.304,51.8494,0.8,0.8,0.8
4487.81,4079.08,719.269,0.8,0.8,0.8
3407.94,3789.77,1284.79,0.8,0.8,0.8
2847.52,7436.24,-63.5071,0.8,0.8,0.8
7159.14,2029.93,-88.7146,0.8,0.8,0.8
5608.82,6549.47,1327.58,0.8,0.8,0.8
5739.59,303.962,135.193,0.8,0.8,0.8
1613.03,5453.94,-29.2358,0.8,0.8,0.8
4063.51,7298.12,-57.312,0.8,0.8,0.8
1439.91,570.878,-6.34766,0.8,0.8,0.8
5863.14,4647.4,-14.4348,0.8,0.8,0.8
4115.28,1012.58,49.408,0.8,0.8,0.8
972.168,2763.91,243.286,0.8,0.8,0.8
5917,4455.52,-68.9392,0.8,0.8,0.8
2113.21,2283.95,24.0173,0.8,0.8,0.8
4887.52,5006.76,23.2849,0.8,0.8,0.8
4062.29,6840.88,-67.0776,0.8,0.8,0.8
3315.56,437.272,-72.6624,0.8,0.8,0.8
3011.27,6662.42,-26.8555,0.8,0.8,0.8
2541.01,3539.54,1160.89,0.8,0.8,0.8
3639.99,600.37,-50.0793,0.8,0.8,0.8
2929.91,6095.05,23.6816,0.8,0.8,0.8
6120.39,6438.01,744.843,0.8,0.8,0.8
3070.33,3024.74,41.9617,0.8,0.8,0.8
2819,1644.88,77.1179,0.8,0.8,0.8
1616.39,315.217,-38.8489,0.8,0.8,0.8
4234.8,3882.81,772.43,0.8,0.8,0.8
4033.66,6106.84,-0.518799,0.8,0.8,0.8
5805.66,4327.62,-32.3486,0.8,0.8,0.8
3297.28,3693.72,966.614,0.8,0.8,0.8
5916.43,524.283,-100.616,0.8,0.8,0.8
6259.49,3297.74,-69.6716,0.8,0.8,0.8
2933.88,462.29,-62.0728,0.8,0.8,0.8
4645.57,6355.02,145.538,0.8,0.8,0.8
5940.31,1871.08,-80.5969,0.8,0.8,0.8
2071.29,3906.44,466.278,0.8,0.8,0.8
842.76,1974.94,77.1179,0.8,0.8,0.8
5006.62,6523.62,525.299,0.8,0.8,0.8
548.046,6410.36,-10.0098,0.8,0.8,0.8
4903.57,539.639,-90.271,0.8,0.8,0.8
5963.8,7234.88,-62.561,0.8,0.8,0.8
2583.86,3318.19,551.056,0.8,0.8,0.8
4702.78,4014.32,398.071,0.8,0.8,0.8
5829.53,276.927,135.193,0.8,0.8,0.8
2516.5,3824.66,1075.26,0.8,0.8,0.8
2874.26,2034.07,69.0613,0.8,0.8,0.8
6520.98,664.031,-91.7664,0.8,0.8,0.8
2709.26,2396.67,-3.44849,0.8,0.8,0.8
6244.39,5285.84,2.04468,0.8,0.8,0.8
