LongHornBeetle,LassoFast/LongHornBeetle_tail_zr.annotation.csv
Site20,Bubble/Site20_train_x7.annotation.csv
office2,Bubble/Office2_chairs_2e.annotation.csv
Lobby,SliceNSwipe/Lobby_stairs_sk.annotation.csv
Site20,SliceNSwipe/Site20_post_zs.annotation.csv
CSite4,LassoFast/CSite4_farm_7f.annotation.csv
