None,Fast,LongHornBeetle,SliceNSwipe/LongHornBeetle_tail_2n.annotation.csv
VolumeSweeper,Fast,office2,LassoFast/Office2_whiteboard_ki.annotation.csv,training
VolumeSweeper,Fast,LongHornBeetle,SliceNSwipe/LongHornBeetle_head_ab.annotation.csv,training
VolumeSweeper,Fast,Site20,SliceNSwipe/Site20_post_zs.annotation.csv
VolumeSweeper,Fast,office2,Bubble/Office2_chairs_2e.annotation.csv
VolumeSweeper,Fast,LongHornBeetle,LassoFast/LongHornBeetle_tail_zr.annotation.csv
VolumeSweeper,Fast,Lobby,SliceNSwipe/Lobby_stairs_sk.annotation.csv
VolumeSweeper,Fast,Site20,Bubble/Site20_train_x7.annotation.csv
VolumeSweeper,Fast,CSite4,LassoFast/CSite4_farm_7f.annotation.csv
VolumeSweeper,Precise,office2,LassoFast/Office2_whiteboard_ki.annotation.csv,training
VolumeSweeper,Precise,LongHornBeetle,SliceNSwipe/LongHornBeetle_head_ab.annotation.csv,training
VolumeSweeper,Precise,office2,Bubble/Office2_chairs_2e.annotation.csv
VolumeSweeper,Precise,LongHornBeetle,LassoFast/LongHornBeetle_tail_zr.annotation.csv
VolumeSweeper,Precise,Lobby,SliceNSwipe/Lobby_stairs_sk.annotation.csv
VolumeSweeper,Precise,CSite4,LassoFast/CSite4_farm_7f.annotation.csv
VolumeSweeper,Precise,Site20,SliceNSwipe/Site20_post_zs.annotation.csv
VolumeSweeper,Precise,Site20,Bubble/Site20_train_x7.annotation.csv
VolumeSweeper,Both,office2,LassoFast/Office2_whiteboard_ki.annotation.csv,training
VolumeSweeper,Both,LongHornBeetle,SliceNSwipe/LongHornBeetle_head_ab.annotation.csv,training
VolumeSweeper,Both,Site20,SliceNSwipe/Site20_post_zs.annotation.csv
VolumeSweeper,Both,CSite4,LassoFast/CSite4_farm_7f.annotation.csv
VolumeSweeper,Both,office2,Bubble/Office2_chairs_2e.annotation.csv
VolumeSweeper,Both,Lobby,SliceNSwipe/Lobby_stairs_sk.annotation.csv
VolumeSweeper,Both,LongHornBeetle,LassoFast/LongHornBeetle_tail_zr.annotation.csv
VolumeSweeper,Both,Site20,Bubble/Site20_train_x7.annotation.csv
