Lobby,SliceNSwipe/Lobby_stairs_sk.annotation.csv
LongHornBeetle,SliceNSwipe/LongHornBeetle_tail_2n.annotation.csv
Site20,SliceNSwipe/Site20_post_zs.annotation.csv
CSite4,LassoFast/CSite4_farm_7f.annotation.csv
office2,SliceNSwipe/Office2_monitors_7u.annotation.csv
Lobby,SliceNSwipe/Lobby_facade_af.annotation.csv
